id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated
agent-ted,ted,Agent Ted,0.00672177,6733814,1912,6733814,40871,0.00674226,0.00606386,0.00047615,7.62379,468341,7.47494,1000000000.0,1000000000.0,1000000000.0,0.050497,-86.66504,2025-05-08T17:51:20.332Z,0.0002311,2813.78311,2025-04-21T22:44:20.478Z,2025-07-11T13:53:10.383Z
agoric,bld,Agoric,0.00896443,6129403,1978,9633803,58450,0.00941473,0.00892052,-3.4025521411121e-05,-0.37813,-11024.023648675531,-0.17953,682749090.483069,1073101297.28249,,0.751177,-98.81028,2022-08-30T10:50:09.443Z,0.00844348,5.84363,2025-07-07T01:57:16.369Z,2025-07-11T13:53:10.321Z
aixcb-by-virtuals,aixcb,aixCB by Virtuals,0.00592457,5976009,1998,5976009,58649,0.00615756,0.00519598,0.00062426,11.77777,699064,13.2475,993506898.7058917,993506898.7058917,1000000000.0,0.113304,-94.69123,2025-01-02T00:51:36.489Z,0.00140817,327.15434,2025-04-09T01:30:04.414Z,2025-07-11T13:53:12.293Z
aintivirus-2,ainti,AIntivirus,0.0462078,4609167,2222,4609167,416940,0.04741603,0.03615765,0.00993187,27.37867,978845,26.96304,99999870.43,99999870.43,99999870.43,0.544578,-91.53625,2025-01-23T09:14:19.642Z,0.01435952,220.9839,2025-04-06T22:51:41.320Z,2025-07-11T13:52:16.303Z
ait-protocol,ait,AIT Protocol,0.01526659,4499931,2242,4543202,124194,0.01585562,0.01263088,0.00209905,15.9411,617316,15.89949,294770271.0371813,297604759.67804533,1000000000.0,1.2,-98.73121,2024-03-11T12:25:14.289Z,0.00803845,89.95007,2025-04-07T07:15:26.200Z,2025-07-11T13:52:02.639Z
aism-faith-token,aism,AISM FAITH TOKEN,0.00380337,3823272,2378,3823272,2791.07,0.00382988,0.00342213,0.00035401,10.2632,356711,10.29005,999951952.776266,999951952.776266,999951952.77,0.00382988,-0.63536,2025-07-11T13:11:14.730Z,0.00107988,252.40453,2025-06-16T23:23:38.976Z,2025-07-11T13:53:17.402Z
aiveronica,aiv,AIVeronica by Virtuals,0.00292212,2921797,2641,2921797,1251.87,0.00293152,0.00257184,0.00033025,12.74191,329926,12.72926,1000000000.0,1000000000.0,1000000000.0,0.00705355,-58.57272,2025-05-08T21:41:35.877Z,0.00178503,63.69993,2025-03-11T01:25:54.668Z,2025-07-11T13:51:50.504Z
agenttank,tank,AgentTank,0.00275395,2753833,2695,2753833,2663534,0.00285417,0.00260245,-3.124524288579e-05,-1.12183,-31243.9142960757,-1.12183,999957478.656212,999957478.656212,999993658.47,0.04527386,-93.91547,2025-01-17T03:30:55.382Z,0.00099843,175.90251,2025-06-05T23:10:21.236Z,2025-07-11T13:52:11.111Z
aimonica-brands,aimonica,Aimonica Brands,0.00263227,2632135,2745,2632135,2213665,0.00281489,0.00231467,0.00021832,9.04411,222003,9.21126,999947471.404487,999947471.404487,999995580.92,0.091561,-97.12697,2025-01-02T19:06:24.220Z,0.00144888,81.55877,2025-07-02T12:40:58.767Z,2025-07-11T13:53:05.420Z
ai-network,ain,AI Network,0.00922346,2485084,2803,6456340,338952,0.01030834,0.00912369,-0.000160170337370735,-1.70691,-43185.879885199945,-1.70812,269434181.21526706,700000000.0,700000000.0,0.264828,-96.52149,2021-03-29T09:53:42.776Z,0.00377945,143.74045,2022-11-29T11:29:40.689Z,2025-07-11T13:51:32.365Z
agixt,agixt,AGiXT,0.00219404,2193050,2932,2193050,1417427,0.0022113,0.00182263,0.00034223,18.48065,345215,18.68214,999999837.38,999999837.38,999999837.38,0.104418,-97.89975,2025-01-22T16:56:09.832Z,0.00170566,28.57456,2025-07-09T11:32:14.592Z,2025-07-11T13:52:11.830Z
aipad,aipad,AIPad,0.00973639,1875761,3102,1939409,193831,0.00980953,0.00900622,0.00036785,3.92639,70531,3.90702,192516863.1824978,199049334.2921128,200000000.0,0.862302,-98.8702,2023-03-01T08:22:26.739Z,0.00787145,23.76724,2025-06-23T06:41:32.349Z,2025-07-11T13:51:53.553Z
ajna-protocol,ajna,Ajna Protocol,0.00231813,1800910,3152,2303289,53555,0.00237034,0.00190489,0.00039127,20.3061,316740,21.34123,776202948.7550346,992731461.2608621,1000000000.0,0.438738,-99.47232,2024-01-24T07:36:26.192Z,0.00137653,68.18639,2025-07-02T23:30:01.090Z,2025-07-11T13:52:45.483Z
agent-yp-by-virtuals,aiyp,Agent YP by Virtuals,0.00178985,1788114,3136,1788114,2702.21,0.00183222,0.00153497,0.00024709,16.01607,246850,16.01607,999031959.0452348,999031959.0452348,1000000000.0,0.02600732,-92.95706,2024-12-27T23:51:01.248Z,0.00087506,109.31998,2025-04-07T07:05:51.896Z,2025-07-11T13:52:51.522Z
agent-zero-token,a0t,Agent Zero Token,1.74,1740029,3193,1740029,58419,1.99,1.6,-0.24046406961716782,-12.12919,-246470.771212494,-12.40729,1000000.0,1000000.0,1000000.0,5.22,-66.65117,2025-06-08T21:05:18.975Z,0.471882,268.74232,2025-04-17T19:49:55.429Z,2025-07-11T13:51:07.881Z
aka,aka,AKA,0.01057572,1321965,3485,1321965,3.9,,,,,,,125000000.0,125000000.0,125000000.0,0.01092836,-3.22684,2025-06-17T13:38:49.813Z,0.00943179,12.12839,2025-05-31T06:12:27.416Z,2025-06-24T14:21:33.436Z
agentipy,apy,AgentiPy,0.0013259,1320081,3490,1320081,5362.09,0.00136422,0.00125903,5.959e-05,4.70608,50486,3.97656,999948035.830549,999948035.830549,1000000000.0,0.03220657,-95.90099,2025-01-08T09:11:16.456Z,0.00057249,130.59779,2025-04-07T06:59:32.459Z,2025-07-11T13:52:13.654Z
ai-agent-layer,aifun,AI Agent Layer,0.00244217,1176832,3622,1212192,403773,0.00253129,0.00226706,0.00016421,7.20873,80564,7.34895,481481709.4442095,495948717.29641694,500000000.0,0.138049,-98.22948,2024-12-02T00:30:23.587Z,0.00203671,20.00648,2025-06-22T14:37:00.711Z,2025-07-11T13:53:02.573Z
ai-factory,sn80,AI Factory,0.901483,1124502,3676,1124502,27864,0.90111,0.786649,0.108601,13.69705,145739,14.89012,1247391.432536529,1247391.432536529,21000000.0,0.901483,0.0,2025-07-11T13:45:01.717Z,0.552447,63.17976,2025-06-22T20:23:25.784Z,2025-07-11T13:45:01.717Z
agentlayer,agent,AgentLayer,0.00210039,1083988,3731,2096205,69524,0.00269303,0.00172728,0.0003493,19.9473,180272,19.94789,516087157.83514947,998003801.5879147,1000000000.0,0.095682,-97.83003,2024-11-30T11:30:39.019Z,0.00165091,25.76527,2025-07-10T12:25:22.560Z,2025-07-11T13:52:54.676Z
airian,air,AIRian,0.0069683,1045805,3760,6972036,92598,0.0077611,0.00624324,-0.000788308546441505,-10.16305,-117587.27540521498,-10.10727,150000000.0,1000000000.0,1000000000.0,0.116475,-94.01742,2024-08-12T14:16:03.077Z,0.00201988,244.98078,2025-04-19T08:14:33.799Z,2025-07-11T13:51:55.717Z
ai-rocket-by-virtuals,rocket,AI ROCKET by Virtuals,0.00125045,929477,3902,1245510,19827.98,0.00133524,0.00108947,0.0001486,13.48606,107175,13.03348,745342143.7003264,998766801.234573,1000000000.0,0.02364412,-94.72576,2025-01-04T01:55:32.421Z,0.00017583,609.25273,2025-04-07T07:07:35.464Z,2025-07-11T13:52:42.654Z
aiden-labs,adn,Aiden Labs,0.00390988,918930,3922,15639520,305861,,,,,,,235027756.46666667,4000000000.0,4000000000.0,0.01687909,-76.83595,2025-04-14T07:09:07.251Z,0.00378999,3.16333,2025-06-16T00:06:15.634Z,2025-06-20T11:02:21.903Z
aichain,ait,AICHAIN,0.00143884,900903,3946,3021572,1.16,,,,,,,626129651.927164,2100000000.0,,0.119074,-98.79164,2018-01-28T00:00:00.000Z,0.00040842,252.2925,2020-03-13T02:24:43.205Z,2025-07-08T11:25:18.692Z
aios-foundation,aios,AIOS Foundation,0.00256688,855745,4004,855745,2205303,0.00259739,0.00237376,0.00017019,7.10087,54980,6.86588,333794310.41,333794310.41,1000000000.0,0.18327,-98.60114,2025-01-14T05:15:31.252Z,0.00105013,144.13114,2025-04-07T06:55:50.023Z,2025-07-11T13:52:14.720Z
aicm-marketplace,aicm,AICM Marketplace,0.00352989,705978,4248,705978,9543.64,0.0036989,0.00310244,0.00038408,12.20909,76815,12.20909,200000000.0,200000000.0,200000000.0,0.04414665,-92.00839,2025-01-04T05:05:37.927Z,0.00145901,141.81042,2025-04-07T11:55:20.426Z,2025-07-11T13:53:08.129Z
ai-inu,aiinu,AI INU,0.00152826,664705,4326,1528261,1158.29,0.00155984,0.00139198,0.00013091,9.36847,58028,9.56485,434942330.6920253,1000000000.0,1000000000.0,0.04658149,-96.71843,2024-06-05T12:45:14.553Z,0.00107082,42.75074,2025-04-09T01:30:04.631Z,2025-07-11T13:51:38.496Z
ai16zeliza,eliza,ai16zeliza,0.00059483,571667,4516,571667,681755,0.00059676,0.00056302,1.46e-05,2.51598,13957.36,2.50262,961063259.63,961063259.63,961063259.63,0.04357783,-98.63688,2024-11-20T00:44:15.473Z,0.00028327,109.70198,2025-04-09T03:55:49.890Z,2025-07-11T13:52:52.409Z
akropolis,kaon,Kaon,0.00012079,565403,4531,1799855,156249,0.00012157,0.00011541,-1.49811776117e-07,-0.12387,-914.4954212289304,-0.16148,4680654980.395449,14900000000.0,15000000000.0,0.087404,-99.86178,2021-04-01T03:40:21.817Z,0.00010761,12.26283,2025-07-04T20:06:55.494Z,2025-07-11T13:52:47.047Z
aicrostrategy,aistr,AicroStrategy,0.0004808,528800,4619,528800,30203,0.00050216,0.00034637,8.778e-05,22.33583,95997,22.18026,1100000000.0,1100000000.0,1100000000.0,0.01688395,-97.15275,2024-12-31T04:41:28.511Z,6.331e-05,659.27817,2025-04-22T14:20:16.204Z,2025-07-11T13:50:50.739Z
aiki,aiki,Aiki,0.00492854,492844,4720,492830,13.84,,,,,,,99995264.773938,99995264.773938,100000000.0,0.01706637,-71.12135,2025-06-05T14:05:58.145Z,0.00441864,11.53965,2025-06-22T04:50:41.910Z,2025-06-30T22:01:30.564Z
air3-airewardrop,air3,AIR3 AIRewardrop,0.000468,454697,4812,454697,3322.9,0.00046959,0.00046039,6.6e-06,1.43057,6426.84,1.4337,971579433.12787,971579433.12787,1000000000.0,0.00054046,-13.50751,2025-06-12T13:16:08.004Z,0.00015815,195.58738,2025-05-22T19:15:17.405Z,2025-07-11T13:52:17.899Z
ai-power-grid,aipg,AI Power Grid,0.00426324,434492,4861,434868,13316.25,0.00661866,0.00346136,0.00076967,22.03106,78442,22.03109,101915920.1246841,102004004.0028766,150000000.0,0.779463,-99.45305,2024-01-04T16:31:48.907Z,0.00267737,59.23276,2025-06-17T10:34:42.451Z,2025-07-11T13:49:53.613Z
agents-ai,agent,Agents AI,0.00043376,433756,4859,433756,4976.31,0.00046442,0.00041976,-1.2060405907453e-05,-2.7052,-14003.296989815193,-3.12741,999985933.580785,999985933.580785,1000000000.0,0.01554727,-97.19776,2025-01-07T05:36:23.953Z,0.00041672,4.54666,2025-07-07T20:10:04.935Z,2025-07-11T13:52:52.246Z
airene,airene,AIRENE by Virtuals,0.00040838,408384,4946,408384,733.82,0.0004195,0.00037526,2.578e-05,6.73734,25778,6.73734,1000000000.0,1000000000.0,1000000000.0,0.00488432,-91.66159,2025-01-16T07:23:11.412Z,0.000319,27.67227,2025-06-22T20:28:36.082Z,2025-07-11T13:52:39.224Z
aimalls,ait,AiMalls,0.799966,397473,4978,657988,4515.94,0.815657,0.75783,0.04034228,5.31082,25520,6.86119,496875.1226545689,822540.68999979,850000.0,18.41,-95.65509,2024-12-09T04:57:17.620Z,0.738042,8.3863,2025-07-07T17:16:32.722Z,2025-07-11T13:51:55.188Z
aiws,aiws,aiws,0.00038456,384552,5020,384552,788.1,0.00041157,0.00037511,2.85e-06,0.74562,3024.07,0.79262,1000000000.0,1000000000.0,1000000000.0,0.00773356,-95.02846,2025-01-14T17:20:55.218Z,0.00011344,238.91844,2025-04-08T20:31:01.980Z,2025-07-11T13:51:30.472Z
aigentx,agx,AGIX,0.00384475,383484,5022,383484,2041.73,0.00384941,0.0034092,0.00040665,11.82759,39761,11.56772,100000000.0,100000000.0,100000000.0,0.998099,-99.61541,2024-03-25T20:37:29.413Z,0.0026065,47.271,2025-04-07T06:59:23.234Z,2025-07-11T13:53:08.047Z
aiapis,apis,aiAPIS,0.00424764,363233,5107,418650,154636,0.00786603,0.00330629,-0.003504959173296747,-45.21012,-300408.582824552,-45.26671,85674091.71098708,98745209.30848566,100000000.0,0.01165608,-63.57917,2025-07-08T05:14:37.723Z,0.00330629,28.39881,2025-07-11T03:02:23.904Z,2025-07-11T13:52:05.921Z
ai-slop,aislop,AI Slop,0.00033607,337845,5209,337845,72814,0.00040688,0.00017745,0.00015447,85.06304,145946,76.05307,1000000000.0,1000000000.0,1000000000.0,0.00304386,-88.95273,2025-05-08T09:21:01.493Z,8.645e-05,288.98345,2025-06-17T16:23:25.037Z,2025-07-11T13:53:04.257Z
ai-pin,ai,AI PIN,0.00418215,321142,5267,418215,442.23,0.00425438,0.00398152,0.00016163,4.02007,12411.21,4.02007,76788811.35490541,100000000.0,100000000.0,0.242609,-98.27618,2024-04-01T02:45:39.045Z,0.00183368,128.07344,2025-04-06T21:02:31.936Z,2025-07-11T01:08:31.938Z
agio,agio,Agio,0.01076801,297381,5365,973508,132.88,0.01093697,0.01026468,0.00044956,4.3569,12760.29,4.48327,27617749.66966644,90409744.0,100000000.0,0.02506422,-57.03917,2025-01-03T14:30:09.338Z,0.00697543,54.36746,2025-04-07T06:59:47.984Z,2025-07-11T13:51:24.620Z
aixrp,aixrp,aixrp,0.00098265,288702,5371,982649,8054.1,0.00109728,0.00092662,-1.4901908927167e-05,-1.49385,-4477.485183240788,-1.52721,293800000.0,1000000000.0,1000000000.0,0.00154684,-36.59334,2025-06-27T22:15:56.974Z,0.00092662,5.84659,2025-07-10T16:30:00.251Z,2025-07-11T13:51:55.919Z
aiwithdaddyissues,shegen,Aiwithdaddyissues,0.00028259,282359,5260,282359,239666,0.00034311,0.00028246,-1.5870874673439e-05,-5.3176,-16187.44773344585,-5.42209,999653595.445331,999653595.445331,1000000000.0,0.04282898,-99.24534,2024-10-26T14:03:58.235Z,0.00021679,49.08813,2025-04-09T01:30:57.673Z,2025-07-11T13:52:49.200Z
airight,airi,aiRight,0.000222,281475,5426,412914,111514,0.000223,0.00019106,3.093e-05,16.18927,37975,15.59562,1267923817.0,1859999980.0,,0.02943509,-99.24241,2021-07-03T17:56:29.517Z,0.00015502,43.8498,2025-06-22T20:22:08.929Z,2025-07-11T13:52:19.070Z
aion,aion,Aion,0.00050003,274958,5456,274958,377.58,0.00065051,0.00050002,-0.000150183591133726,-23.09758,-82532.64139488863,-23.08665,549891641.0,549891641.0,,11.31,-99.99558,2018-01-09T00:00:00.000Z,0.00038011,31.55067,2025-05-02T12:18:02.690Z,2025-07-11T13:51:43.649Z
ai-research-orchestrator,aro,AI Research Orchestrator,0.00026879,268784,5481,268784,7.35,0.00027071,0.00025949,5.94e-06,2.25921,20118,8.09016,999987749.47935,999987749.47935,1000000000.0,0.00264046,-89.82042,2025-02-08T13:44:56.186Z,0.00018125,48.29315,2025-04-07T06:57:36.384Z,2025-07-11T02:08:16.912Z
ai-shell-nova,nova,AI Shell NOVA,0.00026409,264237,5503,264237,8068.46,0.00031274,0.00026063,-4.7247818790842e-05,-15.17595,-48453.21639685042,-15.49559,1000000000.0,1000000000.0,1000000000.0,0.03510704,-99.24734,2025-01-04T22:11:28.126Z,0.00026063,1.38558,2025-07-11T04:51:07.551Z,2025-07-11T13:52:52.602Z
agent-s,s,Agent S,0.00024723,246666,5597,246666,2758.71,0.00026958,0.00024464,-2.461857700534e-06,-0.98596,-2995.2086233278096,-1.19971,1000000000.0,1000000000.0,1000000000.0,0.0385749,-99.36055,2025-01-08T22:46:18.006Z,8.951e-05,175.57217,2025-05-23T07:29:46.564Z,2025-07-11T13:52:32.417Z
aigov,olivia,AIGOV,0.00023503,218386,5773,218386,16701.72,0.00027024,0.00022659,-3.3267572697597e-05,-12.39944,-30892.440184990643,-12.39276,929176067.3234129,929176067.3234129,1000000000.0,0.01787206,-98.68778,2025-05-29T18:44:21.179Z,0.00022659,3.50078,2025-07-11T12:40:08.470Z,2025-07-11T13:52:19.193Z
ai-market-compass,aim,AI Market Compass,0.00534838,211483,5786,345192,937.3,0.00554244,0.00534831,-0.000189806749807578,-3.42724,-7504.857564341713,-3.42707,39541494.0,64541494.0,100000000.0,0.095809,-94.41765,2024-12-15T21:59:51.231Z,0.00534831,0.00117,2025-07-11T13:24:41.676Z,2025-07-11T13:51:38.869Z
aipump,aipump,aiPump,0.00047331,198082,5884,473125,387906,0.00055972,0.00044072,7.01e-06,1.5023,2256.31,1.15221,418666741.95,1000000000.0,1000000000.0,0.04072074,-98.83812,2025-01-08T04:40:49.655Z,0.00023412,102.08611,2025-06-22T10:46:32.262Z,2025-07-11T13:52:52.095Z
ainalyst,ain,AInalyst,0.00019133,191328,5928,191328,1001.22,0.00019787,0.00016979,1.96e-05,11.41372,19600.45,11.41372,1000000000.0,1000000000.0,1000000000.0,0.00340914,-94.38781,2025-05-29T03:11:10.093Z,0.0001566,22.17335,2025-07-09T04:20:02.037Z,2025-07-11T13:42:36.229Z
agently,agi,Agently,0.00037419,179127,6014,374193,0.0,0.00037419,0.00037419,0.0,0.0,0.0,0.0,478701740.49062705,1000000000.0,1000000000.0,0.00653578,-94.2747,2025-01-16T08:15:16.278Z,0.00025489,46.80575,2025-06-22T14:28:21.512Z,2025-07-11T13:48:38.093Z
ai9000,ai9000,ai9000,0.00017357,173570,6059,173570,433.52,0.00018435,0.00016805,4.64e-06,2.74555,4654.02,2.75523,1000000000.0,1000000000.0,1000000000.0,0.04396809,-99.60577,2025-01-11T08:32:21.868Z,0.00014216,21.92531,2025-07-01T16:09:52.333Z,2025-07-11T13:51:37.518Z
agent-smith,smith,Agent Smith,0.00016335,163593,6142,163593,773.8,0.00016758,0.0001456,1.737e-05,11.90112,15547.85,10.50209,1000000000.0,1000000000.0,1000000000.0,0.00050078,-67.33244,2025-05-02T14:10:45.512Z,0.0001343,21.8149,2025-07-09T04:04:28.082Z,2025-07-11T13:52:26.358Z
aimedis-new,aimx,AIMX,0.00040766,160892,6168,239707,453.67,0.00041114,0.00037453,3.021e-05,8.00499,11912.27,7.99593,394666666.6666667,588000000.0,600000000.0,0.02766477,-98.52641,2023-12-04T20:55:23.371Z,0.00032698,24.67543,2025-04-09T13:28:40.144Z,2025-07-11T13:52:30.029Z
agent-zero,$wsb,Agent Zero,0.00726881,152296,6228,152296,2299.7,0.00734471,0.00650573,0.00071834,10.96623,14698.73,10.68245,21000000.0,21000000.0,21000000.0,0.219728,-96.69947,2025-01-02T06:11:13.951Z,0.0031584,129.61558,2025-04-26T12:16:56.857Z,2025-07-11T13:52:38.799Z
aimerica,uai,AIMERICA,0.00015256,151497,6235,151497,153.46,0.00015432,0.00014563,6.08e-06,4.14985,4649.02,3.16588,998181183.364865,998181183.364865,1000000000.0,0.02646631,-99.42654,2025-01-04T18:31:11.071Z,0.00012833,18.26728,2025-04-09T01:33:12.285Z,2025-07-11T13:52:12.204Z
ai404,$error,AI404,0.00010151,145974,6285,145974,534.74,0.00010269,9.295e-05,7.4e-06,7.85976,10439.88,7.70275,1440000000.0,1440000000.0,1450000000.0,0.00027367,-62.95828,2025-03-28T11:55:09.512Z,7.859e-05,28.98818,2025-06-22T22:05:00.259Z,2025-07-11T13:49:23.832Z
agixbt-by-virtuals,agixbt,AGIXBT by Virtuals,0.00014466,144659,6296,144659,437.92,0.00014883,0.0001239,2.039e-05,16.40419,20386,16.40419,1000000000.0,1000000000.0,1000000000.0,0.02900002,-99.50118,2025-02-01T01:45:58.158Z,7.403e-05,95.39758,2025-06-23T12:54:52.745Z,2025-07-11T13:41:39.269Z
ai-powered-cmp,aicmp,AI-Powered CMP,0.00014156,132179,6409,132179,524.61,0.00014402,0.00013678,3.9e-06,2.83613,3414.54,2.65177,932936533.81,932936533.81,932936533.81,0.051337,-99.72383,2025-01-08T12:11:14.855Z,0.00011902,19.12581,2025-06-22T20:36:35.959Z,2025-07-11T13:52:14.480Z
agentlauncher-token-cvai,cvai,Agentlauncher,0.00082148,122713,6505,819759,1279.17,0.00082466,0.00077373,3.411e-05,4.33165,6781.08,5.84918,149694248.11,1000000000.0,1000000000.0,0.00637986,-87.10145,2025-02-18T22:50:33.439Z,0.00066178,24.34822,2025-06-22T14:30:41.156Z,2025-07-11T13:52:54.211Z
aguri-chan,aguri,Aguri-Chan,2.89502e-07,121741,6506,121741,49323,3.75854e-07,2.68532e-07,1.5936e-08,5.82522,6659.94,5.78719,420690000000.0,420690000000.0,420690000000.0,1.516e-05,-98.07539,2024-09-25T20:40:51.790Z,1.14449e-07,154.90252,2025-04-22T00:39:46.112Z,2025-07-11T13:53:06.122Z
akita-bsc,akita,AKITA-BSC,0.00041487,97457,6862,97457,260610,0.00044326,0.00037014,4.378e-05,11.79734,10282.38,11.79522,234912525.48602346,234912525.48602346,1000000000.0,0.03203337,-98.7049,2024-12-21T02:54:30.963Z,0.00021598,92.08252,2025-04-04T21:34:42.983Z,2025-07-11T13:52:59.501Z
agent-zeek-by-virtuals,zeek,Agent Zeek by Virtuals,8.838e-05,88219,7007,88219,216.77,9.1e-05,8.47e-05,3.34e-06,3.93153,3337.14,3.93153,998229574.1543589,998229574.1543589,1000000000.0,0.00130245,-93.2147,2024-12-28T17:30:51.343Z,2.674e-05,230.538,2025-04-07T07:06:34.072Z,2025-07-11T13:45:50.508Z
agentik-dex,agentik,Agentik DEX,0.00017352,86758,6987,173516,59.2,0.00017837,0.00015046,2.213e-05,14.61758,11050.81,14.59675,500000000.0,1000000000.0,1000000000.0,0.00044111,-59.622,2025-06-19T05:48:42.344Z,0.00013954,27.64407,2025-07-09T17:48:24.502Z,2025-07-11T13:50:32.447Z
aida,aida,AIDA,7.393e-05,73931,7246,73931,2614.94,8.286e-05,5.951e-05,1.386e-05,23.07338,13863.39,23.0797,1000000000.0,1000000000.0,1000000000.0,0.00789743,-99.06386,2025-01-10T10:29:48.008Z,2.445e-05,202.33195,2025-06-17T18:35:56.831Z,2025-07-11T13:51:33.262Z
aimbot,aimbot,Aimbot AI,0.07339,73348,7258,73348,102.78,0.073936,0.072991,-0.000394909483666231,-0.53522,-572.2140210614161,-0.7741,1000000.0,1000000.0,1000000.0,20.93,-99.64956,2023-08-31T12:34:55.726Z,0.04893929,49.84649,2025-04-21T19:02:51.576Z,2025-07-11T13:52:01.818Z
aircoin-on-blast,air,AIRcoin On Blast,5.232e-05,60725,7524,523213,20.59,,,,,,,1160623300.0,10000000000.0,10000000000.0,0.00022291,-76.52804,2024-06-12T18:08:49.005Z,3.794e-05,37.90947,2025-04-19T00:24:37.202Z,2025-07-04T15:11:43.417Z
agent-rogue,rogue,Agent Rogue,5.888e-05,58876,7564,58876,238.09,5.942e-05,5.472e-05,3.78e-06,6.86343,3375.12,6.08124,999895406.538902,999895406.538902,1000000000.0,0.0047412,-98.75896,2024-12-08T20:34:05.544Z,3.913e-05,50.36041,2025-06-23T03:50:51.492Z,2025-07-11T13:50:15.974Z
agentwood,aws,Agentwood,0.00076678,53076,7688,76714,94345,0.00078706,0.00067982,2.708e-05,3.66092,1888.39,3.68915,69187226.19033334,100000000.0,100000000.0,0.03098589,-97.52502,2025-03-06T13:29:15.452Z,0.00050628,51.47696,2025-06-01T10:07:43.055Z,2025-07-11T13:53:06.754Z
ai-agent-factory,aiaf,AI Agent Factory,5.206e-05,52058,7712,52058,304.3,5.295e-05,4.662e-05,5.23e-06,11.17099,5212.18,11.12625,1000000000.0,1000000000.0,1000000000.0,0.0053206,-99.02043,2025-05-16T14:19:22.012Z,3.256e-05,60.07007,2025-06-22T14:28:23.381Z,2025-07-11T13:49:41.151Z
ai-dev-agent,aidev,AI Dev Agent,0.00059614,46307,7889,238457,102872,0.00060821,0.00057316,-3.014705332808e-06,-0.50316,-234.17742171791906,-0.50316,77678378.437,400000000.0,400000000.0,0.00517704,-88.48514,2025-05-27T07:14:23.349Z,0.00057079,4.43883,2025-07-09T07:14:20.150Z,2025-07-11T13:50:17.520Z
ai69x,ai69x,ai69x,5.143e-05,42871,7993,51527,51524,5.322e-05,4.945e-05,5.12756e-07,1.00703,-231.14439890221547,-0.53627,831952326.364257,999926360.962884,1000000000.0,0.00909177,-99.43321,2025-01-05T05:15:40.746Z,4.493e-05,14.70296,2025-04-07T16:59:34.727Z,2025-07-11T13:51:50.573Z
ai-voice-agents,aiva,AI Voice Agents,0.00018027,42613,8003,180236,99244,0.00018722,0.0001596,1.839e-05,11.35691,4297.34,11.21564,236429009.0,1000000000.0,1000000000.0,0.01710477,-98.94629,2024-12-23T05:54:19.015Z,0.00015055,19.72029,2025-06-30T16:45:07.711Z,2025-07-11T13:52:59.598Z
aidi-finance-2,aidi,Aidi Finance,5.125e-05,40746,8068,51252,5.04,,,,,,,795006529.495494,1000000000.0,,0.00196851,-97.39639,2023-12-12T04:04:59.556Z,1.964e-05,160.95992,2023-11-07T17:15:29.289Z,2025-07-05T11:01:29.107Z
algorand,algo,Algorand,0.228726,1968338697,62,1968637381,169633872,0.228296,0.192665,0.03492167,18.01905,293485479,17.52306,8640985761.517197,8642296979.032085,10000000000.0,3.56,-93.64282,2019-06-20T14:51:19.480Z,0.087513,158.69055,2023-09-11T19:42:08.247Z,2025-07-11T13:53:12.482Z
altlayer,alt,AltLayer,0.04032755,151352095,358,403045801,718989979,0.051905,0.02853449,0.01133668,39.10431,42437728,38.96431,3755208331.0,10000000000.0,10000000000.0,0.676743,-94.07501,2024-03-28T23:20:10.066Z,0.02258758,77.51759,2025-04-07T06:56:24.445Z,2025-07-11T13:53:12.391Z
alchemist-ai,alch,Alchemist AI,0.1612,137008483,384,161179232,33062712,0.162026,0.146791,0.01411464,9.59622,11987889,9.58873,850000000.0,999955216.688613,1000000000.0,0.235752,-31.66869,2025-01-02T14:12:24.352Z,0.01435554,1022.15999,2025-02-25T00:15:23.826Z,2025-07-11T13:53:12.355Z
alchemy-pay,ach,Alchemy Pay,0.02182234,107837502,456,218131555,53112638,0.02196449,0.01954458,0.00204775,10.35546,10198899,10.44556,4943691067.145604,9999999999.999987,9999999999.999987,0.198666,-89.01521,2021-08-06T16:39:58.934Z,0.00135537,1510.12022,2021-07-21T00:39:36.177Z,2025-07-11T13:53:12.398Z
aleo,aleo,ALEO,0.223803,96491132,490,396601615,8787558,0.229187,0.207846,0.01407535,6.71126,5520081,6.06795,431500094.927995,1773568529.927995,,6.72,-96.66395,2024-09-28T01:55:41.449Z,0.112935,98.44625,2025-04-07T06:56:36.555Z,2025-07-11T13:53:12.311Z
